participant,soundscape,masker,stimulus_index,time_taken,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
ARAUS_00519,R0054_segment_binaural_44100_2.wav,water_00058.wav,21,49.183,2.22,2.5,13.5,17.9,0.0123,0.0946,0.0261,0.0605,0.0355,0.283
ARAUS_00519,R0127_segment_binaural_44100_2.wav,water_00051.wav,25,50.12,1.59,2.08,13.0,17.4,0.0114,0.0879,0.0267,0.0604,0.0457,0.485
ARAUS_00524,R0098_segment_binaural_44100_1.wav,water_00040.wav,9,42.593,1.63,1.82,12.9,15.4,0.00806,0.102,0.0249,0.0508,0.0576,0.855
ARAUS_00548,R0063_segment_binaural_44100_1.wav,water_00025.wav,2,52.087,1.79,2.13,18.9,29.6,0.00899,0.106,0.0271,0.0552,0.24,3.14
ARAUS_00562,R0025_segment_binaural_44100_1.wav,water_00076.wav,42,51.439,2.09,2.41,8.5,10.8,0.00981,0.107,0.0144,0.0284,0.03,0.258
ARAUS_00574,R0097_segment_binaural_44100_1.wav,bird_00007.wav,30,51.057,1.27,1.73,13.7,23.3,0.0879,0.175,0.0305,0.0575,0.0586,0.516
ARAUS_00647,R0082_segment_binaural_44100_2.wav,wind_00020.wav,36,172.328,1.35,1.8,10.1,14.3,0.00759,0.0914,0.0245,0.0567,0.122,0.736
ARAUS_00679,R0003_segment_binaural_44100_2.wav,water_00049.wav,27,60.183,1.18,1.41,7.83,12.5,0.00947,0.0783,0.0241,0.0517,0.068,0.752
ARAUS_20002,S0005_1min_SQobold_bin_44100_2.wav,bird_20006.wav,22,50.457,1.41,3.03,10.4,26.0,0.0806,0.317,0.0288,0.079,0.208,1.87
ARAUS_20007,S0024_1min_SQobold_bin_44100_2.wav,bird_20030.wav,2,52.871,1.45,2.48,8.6,21.1,0.0555,0.168,0.022,0.0786,0.167,1.57
ARAUS_20021,S0024_1min_SQobold_bin_44100_1.wav,bird_20026.wav,2,61.988,1.34,1.61,8.1,21.1,0.0373,0.156,0.0217,0.0509,0.184,2.41
ARAUS_20021,S0032_1min_SQobold_bin_44100_2.wav,traffic_20002.wav,9,49.166,1.67,2.32,9.52,12.9,0.00829,0.0801,0.0216,0.0693,0.0488,0.653
ARAUS_20021,S0010_1min_SQobold_bin_44100_1.wav,water_20021.wav,43,54.171,1.34,1.66,11.5,16.5,0.00934,0.0949,0.0241,0.0727,0.0288,0.366
ARAUS_20032,S0035_1min_SQobold_bin_44100_1.wav,silence_20002.wav,33,73.292,1.68,1.84,6.13,7.96,0.00514,0.0601,0.016,0.0355,0.0249,0.266
ARAUS_00030,R0023_segment_binaural_44100_1.wav,traffic_00008.wav,26,45.087,1.44,2.0,7.49,12.1,0.0108,0.0792,0.0191,0.0385,0.0941,0.622
ARAUS_00148,R0051_segment_binaural_44100_2.wav,construction_00016.wav,20,41.679,1.43,1.99,5.73,14.2,0.023,0.0812,0.0171,0.107,0.184,0.615
ARAUS_00148,R0012_segment_binaural_44100_2.wav,bird_00022.wav,24,48.882,1.12,1.5,15.2,19.4,0.0154,0.111,0.0314,0.0752,0.275,1.26
ARAUS_00223,R0045_segment_binaural_44100_2.wav,bird_00012.wav,5,51.619,1.23,1.7,12.2,20.0,0.0227,0.0841,0.0237,0.0483,0.246,1.17
ARAUS_00433,R0114_segment_binaural_44100_2.wav,bird_00042.wav,17,84.719,1.48,2.08,10.3,20.8,0.0559,0.178,0.0382,0.137,0.168,1.69
ARAUS_00548,R0032_segment_binaural_44100_2.wav,wind_00022.wav,37,54.999,1.65,1.96,17.0,23.0,0.00956,0.124,0.0266,0.0628,0.047,0.674
ARAUS_20002,S0019_1min_SQobold_bin_44100_1.wav,bird_20023.wav,23,63.614,2.35,3.08,6.81,14.5,0.0717,0.504,0.0141,0.0311,0.562,1.36
ARAUS_00030,R0064_segment_binaural_44100_1.wav,bird_00032.wav,14,43.854,1.36,1.83,22.6,35.4,0.0534,0.173,0.0327,0.115,0.308,1.88
ARAUS_00287,R0117_segment_binaural_44100_1.wav,silence_00002.wav,16,56.487,1.2,1.55,16.6,25.6,0.0189,0.118,0.0365,0.115,0.168,1.58
ARAUS_00315,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,60.287,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00480,R0096_segment_binaural_44100_2.wav,silence_00005.wav,31,55.207,1.55,1.73,19.6,25.4,0.0177,0.117,0.0291,0.0653,0.24,1.87
ARAUS_00298,R0042_segment_binaural_44100_2.wav,traffic_00011.wav,5,61.328,1.29,1.65,17.9,27.2,0.00949,0.11,0.0312,0.061,0.0839,0.483
ARAUS_00508,R0024_segment_binaural_44100_2.wav,construction_00022.wav,17,54.436,2.53,3.27,10.9,16.7,0.00725,0.082,0.0597,0.117,0.22,0.846
ARAUS_00679,R0039_segment_binaural_44100_2.wav,construction_00036.wav,18,70.562,1.63,2.45,9.84,13.8,0.00919,0.0718,0.0206,0.0431,0.215,1.21
ARAUS_00267,R0103_segment_binaural_44100_1.wav,wind_00011.wav,33,40.404,1.24,1.55,21.5,35.1,0.0188,0.0891,0.0408,0.0992,0.248,1.79
ARAUS_00298,R0085_segment_binaural_44100_1.wav,silence_00003.wav,11,65.974,1.24,1.55,24.0,34.4,0.0125,0.133,0.038,0.0997,0.419,4.7
ARAUS_00310,R0030_segment_binaural_44100_2.wav,construction_00028.wav,13,42.75,1.69,2.16,20.6,31.5,0.0127,0.0847,0.0333,0.104,0.261,1.89
ARAUS_00326,R0017_segment_binaural_44100_2.wav,construction_00032.wav,8,47.867,1.72,2.39,21.5,29.1,0.013,0.115,0.0283,0.0846,0.26,1.92
ARAUS_00531,R0027_segment_binaural_44100_2.wav,silence_00001.wav,32,57.975,1.89,2.36,8.57,11.3,0.0126,0.0778,0.0143,0.0298,0.0343,0.704
ARAUS_00566,R0079_segment_binaural_44100_2.wav,silence_00001.wav,13,59.976,1.62,1.83,12.9,20.9,0.00889,0.0854,0.0279,0.0931,0.0954,0.667
ARAUS_00584,R0050_segment_binaural_44100_2.wav,construction_00006.wav,14,84.183,1.5,1.72,24.1,31.7,0.01,0.125,0.0344,0.0663,0.146,0.767
ARAUS_00620,R0058_segment_binaural_44100_2.wav,water_00065.wav,10,61.259,1.59,2.02,16.5,21.1,0.0164,0.0778,0.0241,0.054,0.169,1.4
ARAUS_00650,R0075_segment_binaural_44100_1.wav,traffic_00014.wav,29,58.0,1.36,1.87,28.9,44.0,0.0344,0.147,0.039,0.0802,0.541,2.8
ARAUS_00010,R0060_segment_binaural_44100_2.wav,traffic_00021.wav,24,63.097,1.21,1.59,17.7,34.4,0.0248,0.132,0.0308,0.0901,0.441,1.43
ARAUS_00030,R0008_segment_binaural_44100_1.wav,silence_00005.wav,8,45.832,0.883,0.956,9.05,10.2,0.00755,0.0943,0.03,0.0547,0.036,0.362
ARAUS_00037,R0020_segment_binaural_44100_2.wav,traffic_00023.wav,5,47.616,1.22,1.67,12.2,22.4,0.00943,0.085,0.027,0.0601,0.222,1.41
ARAUS_00041,R0048_segment_binaural_44100_2.wav,traffic_00016.wav,42,33.921,1.14,1.5,16.4,22.6,0.00922,0.108,0.0442,0.188,0.168,1.18
ARAUS_00050,R0035_segment_binaural_44100_2.wav,bird_00043.wav,14,39.808,1.21,2.38,16.9,27.0,0.024,0.113,0.034,0.0678,0.449,2.56
ARAUS_00050,R0035_segment_binaural_44100_2.wav,wind_00040.wav,34,34.278,1.42,1.71,20.7,29.7,0.0149,0.121,0.0305,0.0627,0.288,2.19
ARAUS_00054,R0097_segment_binaural_44100_2.wav,silence_00004.wav,9,50.939,1.24,1.61,12.5,15.6,0.0107,0.106,0.0308,0.0692,0.0594,0.403
ARAUS_00059,R0097_segment_binaural_44100_2.wav,bird_00038.wav,35,63.272,1.4,3.01,13.7,25.3,0.0255,0.095,0.0314,0.109,0.14,1.38
ARAUS_00064,R0004_segment_binaural_44100_2.wav,silence_00004.wav,2,47.951,1.36,1.58,13.4,18.2,0.0221,0.105,0.0268,0.0486,0.215,1.54
ARAUS_00064,R0019_segment_binaural_44100_2.wav,bird_00062.wav,4,43.24,1.24,2.19,13.1,23.9,0.0594,0.272,0.0299,0.0761,0.167,1.26
ARAUS_00069,R0003_segment_binaural_44100_1.wav,silence_00004.wav,34,34.799,1.12,1.6,8.86,15.5,0.00785,0.0771,0.0248,0.0474,0.0855,1.05
ARAUS_00081,R0005_segment_binaural_44100_1.wav,bird_00048.wav,10,47.65,1.16,1.61,7.26,13.4,0.0128,0.0861,0.0235,0.0694,0.193,1.53
ARAUS_00081,R0027_segment_binaural_44100_1.wav,silence_00001.wav,25,41.136,1.82,2.43,7.0,8.5,0.00805,0.0679,0.0154,0.0395,0.034,0.464
ARAUS_00082,R0006_segment_binaural_44100_1.wav,bird_00020.wav,30,88.128,1.79,2.61,11.8,19.3,0.0371,0.0972,0.0207,0.0469,0.385,1.46
ARAUS_00093,R0051_segment_binaural_44100_1.wav,water_00001.wav,12,63.727,1.95,2.31,8.17,12.6,0.0107,0.0558,0.0218,0.0533,0.0492,0.881
ARAUS_00094,R0003_segment_binaural_44100_2.wav,water_00044.wav,16,44.487,1.22,1.42,7.88,12.8,0.00716,0.0824,0.0226,0.0472,0.0608,0.74
ARAUS_00100,R0130_segment_binaural_44100_1.wav,bird_00021.wav,39,47.273,1.55,2.91,13.6,27.0,0.0202,0.0718,0.0342,0.138,0.158,1.51
ARAUS_00119,R0019_segment_binaural_44100_1.wav,bird_00067.wav,15,41.06,1.3,1.58,11.6,15.4,0.0117,0.109,0.0231,0.0519,0.136,1.09
ARAUS_00119,R0039_segment_binaural_44100_1.wav,construction_00001.wav,20,41.024,1.26,1.72,12.5,16.2,0.0101,0.107,0.0234,0.0578,0.635,1.58
ARAUS_00119,R0098_segment_binaural_44100_1.wav,bird_00058.wav,25,40.175,1.29,2.75,11.1,20.5,0.0406,0.225,0.0321,0.0781,0.128,1.06
ARAUS_00119,R0043_segment_binaural_44100_1.wav,silence_00004.wav,35,41.11,1.12,1.37,12.3,14.3,0.00812,0.0976,0.0298,0.0616,0.0435,0.426
ARAUS_00119,R0003_segment_binaural_44100_2.wav,silence_00004.wav,40,36.599,1.18,1.41,7.57,12.5,0.00707,0.0799,0.0233,0.0518,0.0691,0.743
ARAUS_00119,R0098_segment_binaural_44100_1.wav,bird_00074.wav,44,35.328,1.24,2.41,11.0,21.0,0.0278,0.109,0.033,0.113,0.19,2.34
ARAUS_00145,R0058_segment_binaural_44100_1.wav,wind_00039.wav,27,49.76,1.59,1.99,15.3,20.6,0.0133,0.135,0.0254,0.0612,0.146,0.856
ARAUS_00150,R0064_segment_binaural_44100_2.wav,traffic_00020.wav,16,50.368,1.3,1.67,22.3,32.3,0.0119,0.127,0.0344,0.0692,0.309,2.53
ARAUS_00152,R0020_segment_binaural_44100_1.wav,traffic_00015.wav,37,36.505,1.22,1.45,10.3,16.3,0.00936,0.0831,0.0231,0.0582,0.284,1.36
ARAUS_00171,R0027_segment_binaural_44100_1.wav,traffic_00037.wav,36,56.371,1.75,2.28,7.63,9.46,0.00762,0.0679,0.0181,0.0409,0.028,0.425
ARAUS_00177,R0052_segment_binaural_44100_1.wav,water_00053.wav,9,34.232,1.42,1.92,7.69,11.0,0.0101,0.0619,0.0292,0.0835,0.322,1.37
ARAUS_00183,R0114_segment_binaural_44100_1.wav,silence_00003.wav,14,59.859,1.37,2.02,9.76,18.8,0.0252,0.0835,0.0233,0.0674,0.187,1.7
ARAUS_00183,R0104_segment_binaural_44100_2.wav,wind_00022.wav,16,49.777,1.52,1.86,12.7,21.8,0.0218,0.0969,0.0371,0.139,0.0891,1.53
ARAUS_00201,R0005_segment_binaural_44100_2.wav,wind_00027.wav,43,40.64,1.11,1.37,9.75,13.3,0.00783,0.0924,0.0271,0.0812,0.0689,0.945
ARAUS_00237,R0006_segment_binaural_44100_2.wav,bird_00037.wav,19,35.599,1.09,1.32,12.8,16.3,0.0103,0.0877,0.0299,0.0713,0.294,1.03
ARAUS_00257,R0025_segment_binaural_44100_2.wav,silence_00002.wav,35,60.431,1.6,2.5,7.77,11.1,0.0162,0.0734,0.0167,0.0365,0.0378,0.377
ARAUS_00257,R0025_segment_binaural_44100_1.wav,wind_00034.wav,39,68.823,2.13,2.49,8.04,10.7,0.0106,0.117,0.014,0.0525,0.0398,0.292
ARAUS_00261,R0079_segment_binaural_44100_1.wav,water_00034.wav,41,52.712,1.69,1.96,13.4,16.1,0.00906,0.0993,0.023,0.0489,0.052,0.705
ARAUS_00270,R0038_segment_binaural_44100_2.wav,silence_00005.wav,24,50.431,1.26,1.48,14.9,20.8,0.00857,0.101,0.0293,0.061,0.0948,0.91
ARAUS_00271,R0126_segment_binaural_44100_2.wav,traffic_00016.wav,2,63.373,1.13,1.37,6.97,10.3,0.00681,0.0803,0.0251,0.0669,0.204,1.57
ARAUS_00277,R0040_segment_binaural_44100_1.wav,construction_00033.wav,21,51.762,1.2,1.62,15.2,20.4,0.0141,0.101,0.0321,0.0758,0.172,1.27
ARAUS_00279,R0043_segment_binaural_44100_1.wav,bird_00038.wav,3,76.24,1.21,2.26,12.8,19.4,0.0154,0.104,0.0294,0.0641,0.0838,0.779
ARAUS_00280,R0069_segment_binaural_44100_1.wav,silence_00005.wav,30,124.286,0.99,1.58,14.8,22.6,0.0093,0.104,0.0391,0.102,0.0945,0.921
ARAUS_00285,R0119_segment_binaural_44100_1.wav,bird_00036.wav,3,46.021,1.16,1.88,10.2,14.0,0.00921,0.0746,0.0302,0.0717,0.0981,1.29
ARAUS_00285,R0007_segment_binaural_44100_2.wav,silence_00005.wav,4,41.157,1.11,1.67,6.61,13.3,0.0201,0.0795,0.0265,0.105,0.169,1.12
ARAUS_00285,R0060_segment_binaural_44100_1.wav,wind_00029.wav,27,39.334,1.25,1.54,16.4,23.6,0.0174,0.0978,0.0263,0.0752,0.472,1.72
ARAUS_00294,R0003_segment_binaural_44100_2.wav,wind_00008.wav,43,49.883,1.11,1.33,10.7,14.2,0.0104,0.0933,0.0291,0.0594,0.0315,0.541
ARAUS_00299,R0003_segment_binaural_44100_2.wav,water_00080.wav,6,70.463,1.3,1.59,8.32,13.2,0.00698,0.0789,0.0226,0.0492,0.0548,0.713
ARAUS_00301,R0126_segment_binaural_44100_2.wav,water_00066.wav,21,51.079,1.28,1.51,8.35,11.8,0.0107,0.0792,0.0269,0.0541,0.172,1.45
ARAUS_00310,R0023_segment_binaural_44100_1.wav,water_00055.wav,23,37.871,1.67,2.07,8.91,12.6,0.0105,0.0771,0.0202,0.0425,0.0518,0.639
ARAUS_00315,R0121_segment_binaural_44100_1.wav,bird_00075.wav,27,41.182,1.05,1.69,9.92,25.5,0.229,0.487,0.0282,0.0702,0.342,2.69
ARAUS_00323,R0057_segment_binaural_44100_2.wav,wind_00032.wav,27,75.368,2.22,2.71,17.4,29.6,0.0127,0.0975,0.0174,0.0513,0.0362,1.26
ARAUS_00327,R0040_segment_binaural_44100_2.wav,wind_00011.wav,31,182.022,1.11,1.36,16.0,21.1,0.0116,0.111,0.0327,0.0631,0.238,1.66
ARAUS_00334,R0098_segment_binaural_44100_1.wav,bird_00004.wav,22,43.744,1.13,1.46,10.3,14.2,0.0185,0.0975,0.0322,0.0784,0.1,1.06
ARAUS_00334,R0003_segment_binaural_44100_2.wav,traffic_00018.wav,24,36.998,1.21,1.53,8.29,12.5,0.00721,0.0798,0.0238,0.0685,0.0645,0.736
ARAUS_00336,R0005_segment_binaural_44100_2.wav,silence_00001.wav,4,53.903,1.08,1.39,8.05,12.6,0.00745,0.0845,0.0282,0.108,0.106,1.01
ARAUS_00336,R0079_segment_binaural_44100_2.wav,water_00017.wav,11,34.496,1.82,2.0,15.5,22.3,0.00939,0.0992,0.0238,0.061,0.0694,0.531
ARAUS_00342,R0025_segment_binaural_44100_1.wav,water_00016.wav,25,32.744,1.89,2.41,9.53,12.4,0.0138,0.104,0.0228,0.0522,0.0304,0.253
ARAUS_00342,R0040_segment_binaural_44100_1.wav,silence_00002.wav,29,35.111,1.16,1.67,13.8,19.8,0.0175,0.0994,0.0299,0.0631,0.172,1.32
ARAUS_00342,R0052_segment_binaural_44100_2.wav,water_00045.wav,32,34.225,1.6,1.87,9.06,11.8,0.00846,0.0758,0.0219,0.0481,0.219,1.34
ARAUS_00344,R0097_segment_binaural_44100_2.wav,wind_00015.wav,12,41.718,1.5,1.74,14.3,19.2,0.0102,0.108,0.0257,0.0581,0.0359,0.342
ARAUS_00344,R0113_segment_binaural_44100_2.wav,wind_00008.wav,13,39.312,1.11,1.35,9.82,12.6,0.0137,0.0788,0.0274,0.0586,0.0556,0.687
ARAUS_00344,R0019_segment_binaural_44100_1.wav,bird_00034.wav,17,48.845,1.3,1.52,12.4,17.7,0.0679,0.108,0.0235,0.0502,0.16,1.04
ARAUS_00356,R0079_segment_binaural_44100_2.wav,bird_00055.wav,18,43.506,1.62,1.83,13.0,20.9,0.0137,0.0801,0.0276,0.0931,0.196,1.04
ARAUS_00367,R0052_segment_binaural_44100_2.wav,bird_00001.wav,2,110.525,1.13,1.64,6.96,11.5,0.0137,0.0735,0.0286,0.0822,0.329,1.61
ARAUS_00367,R0052_segment_binaural_44100_2.wav,wind_00021.wav,41,55.215,1.37,1.69,7.55,10.2,0.00974,0.075,0.0253,0.0818,0.265,1.55
ARAUS_00387,R0107_segment_binaural_44100_1.wav,silence_00002.wav,5,78.036,1.44,1.72,9.98,16.8,0.0157,0.0875,0.0237,0.15,0.122,1.01
ARAUS_00391,R0011_segment_binaural_44100_2.wav,water_00036.wav,40,65.417,1.63,1.92,20.4,30.0,0.0171,0.12,0.0338,0.135,0.0642,0.555
ARAUS_00406,R0126_segment_binaural_44100_1.wav,water_00031.wav,23,45.56,1.48,1.78,10.2,14.7,0.00704,0.076,0.0239,0.0525,0.0179,0.17
ARAUS_00410,R0010_segment_binaural_44100_2.wav,construction_00023.wav,7,101.576,1.37,1.97,18.0,26.7,0.0366,0.11,0.0308,0.0628,0.199,2.12
ARAUS_00410,R0130_segment_binaural_44100_1.wav,traffic_00001.wav,16,96.742,1.15,1.61,12.0,24.2,0.0154,0.092,0.0342,0.139,0.137,1.51
ARAUS_00410,R0069_segment_binaural_44100_1.wav,traffic_00040.wav,29,55.336,1.06,1.58,16.6,22.9,0.00902,0.103,0.034,0.0796,0.0772,0.841
ARAUS_00410,R0108_segment_binaural_44100_1.wav,bird_00054.wav,39,83.232,1.41,1.67,12.5,17.7,0.0184,0.0901,0.0274,0.0558,0.121,0.892
ARAUS_00421,R0126_segment_binaural_44100_2.wav,silence_00001.wav,28,68.321,1.14,1.38,6.6,9.97,0.00684,0.0812,0.0232,0.0583,0.204,1.6
ARAUS_00426,R0027_segment_binaural_44100_1.wav,traffic_00016.wav,34,49.897,1.64,2.11,8.13,9.56,0.00702,0.0735,0.0251,0.129,0.0754,0.446
ARAUS_00429,R0022_segment_binaural_44100_1.wav,water_00058.wav,3,61.348,2.16,2.39,12.9,17.0,0.0109,0.0847,0.0202,0.0471,0.0518,0.931
ARAUS_00434,R0004_segment_binaural_44100_2.wav,wind_00006.wav,8,49.465,1.7,1.91,19.6,24.9,0.0115,0.119,0.0261,0.046,0.0766,1.02
ARAUS_00434,R0097_segment_binaural_44100_1.wav,wind_00035.wav,31,43.287,1.53,1.8,14.5,17.3,0.00916,0.0978,0.0252,0.0507,0.0369,0.352
ARAUS_00436,R0005_segment_binaural_44100_1.wav,water_00036.wav,3,55.681,1.26,1.56,7.33,11.8,0.0076,0.0845,0.0221,0.0586,0.0994,0.469
ARAUS_00441,R0005_segment_binaural_44100_1.wav,bird_00025.wav,34,50.599,1.15,1.55,7.13,11.3,0.0178,0.0836,0.022,0.0696,0.171,1.19
ARAUS_00446,R0080_segment_binaural_44100_2.wav,wind_00036.wav,43,59.117,1.67,2.07,10.3,21.5,0.0199,0.0963,0.0235,0.188,0.0986,1.02
ARAUS_00477,R0052_segment_binaural_44100_1.wav,construction_00002.wav,4,56.446,1.24,1.94,8.24,17.1,0.0146,0.0649,0.0296,0.0883,0.279,1.18
ARAUS_00477,R0082_segment_binaural_44100_2.wav,silence_00002.wav,16,52.716,0.988,1.32,8.41,13.4,0.00798,0.0808,0.0274,0.0508,0.173,0.944
ARAUS_00477,R0040_segment_binaural_44100_2.wav,bird_00037.wav,18,50.192,1.11,1.4,15.3,20.0,0.0195,0.111,0.0314,0.0619,0.213,1.65
ARAUS_00481,R0027_segment_binaural_44100_1.wav,traffic_00029.wav,11,47.143,1.54,2.07,9.73,14.8,0.00618,0.0764,0.021,0.0878,0.215,1.88
ARAUS_00481,R0124_segment_binaural_44100_2.wav,water_00066.wav,17,57.22,1.17,1.5,6.34,16.5,0.0108,0.0555,0.0251,0.085,0.223,0.996
ARAUS_00490,R0049_segment_binaural_44100_1.wav,bird_00075.wav,7,83.768,1.2,1.83,8.83,12.2,0.0484,0.0945,0.0219,0.0443,0.141,1.1
ARAUS_00493,R0034_segment_binaural_44100_2.wav,silence_00003.wav,29,49.27,1.06,1.66,6.51,9.81,0.0112,0.0726,0.0237,0.103,0.105,0.953
ARAUS_00497,R0082_segment_binaural_44100_1.wav,silence_00002.wav,34,42.149,1.05,1.51,8.01,11.7,0.00867,0.0812,0.0267,0.0609,0.101,0.992
ARAUS_00499,R0003_segment_binaural_44100_2.wav,silence_00004.wav,24,52.009,1.18,1.41,7.57,12.5,0.00707,0.0799,0.0233,0.0518,0.0691,0.743
ARAUS_00505,R0121_segment_binaural_44100_2.wav,wind_00040.wav,43,48.926,1.51,1.8,16.8,28.8,0.0199,0.12,0.0273,0.0803,0.463,2.23
ARAUS_00511,R0027_segment_binaural_44100_1.wav,construction_00026.wav,3,54.682,1.98,2.37,9.06,10.8,0.00732,0.0663,0.0153,0.0344,0.0292,0.264
ARAUS_00535,R0008_segment_binaural_44100_1.wav,bird_00043.wav,17,52.607,0.951,1.94,9.34,13.1,0.00995,0.0952,0.0298,0.0547,0.0739,1.11
ARAUS_00548,R0034_segment_binaural_44100_2.wav,traffic_00028.wav,36,49.289,1.18,1.65,7.37,10.1,0.0107,0.0858,0.0225,0.103,0.118,0.919
ARAUS_00565,R0008_segment_binaural_44100_1.wav,bird_00041.wav,13,60.159,1.03,2.19,9.88,16.3,0.0654,0.279,0.0328,0.0725,0.0901,1.75
ARAUS_00565,R0121_segment_binaural_44100_1.wav,silence_00005.wav,32,69.681,0.928,1.5,8.75,24.0,0.017,0.0986,0.0291,0.0708,0.251,2.73
ARAUS_00598,R0024_segment_binaural_44100_2.wav,traffic_00039.wav,10,239.518,2.43,2.87,13.7,19.2,0.00634,0.071,0.0407,0.0953,0.161,0.729
ARAUS_00608,R0051_segment_binaural_44100_1.wav,traffic_00011.wav,20,88.714,1.44,2.12,5.63,12.0,0.019,0.0681,0.0174,0.0512,0.0762,1.09
ARAUS_00642,R0044_segment_binaural_44100_2.wav,silence_00002.wav,3,82.403,1.23,2.04,13.9,23.5,0.0124,0.102,0.0312,0.0746,0.0695,0.745
ARAUS_00647,R0006_segment_binaural_44100_1.wav,construction_00005.wav,5,120.794,1.1,1.49,8.85,11.9,0.00861,0.0925,0.0235,0.048,0.0945,0.916
ARAUS_00647,R0082_segment_binaural_44100_2.wav,silence_00002.wav,9,157.614,0.988,1.32,8.41,13.4,0.00798,0.0808,0.0274,0.0508,0.173,0.944
ARAUS_00653,R0059_segment_binaural_44100_2.wav,silence_00003.wav,24,52.006,1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
ARAUS_00658,R0032_segment_binaural_44100_1.wav,water_00008.wav,18,48.568,1.55,1.71,14.4,17.4,0.0106,0.112,0.0263,0.0575,0.092,0.921
ARAUS_00658,R0120_segment_binaural_44100_1.wav,traffic_00039.wav,31,45.561,1.79,2.31,11.4,14.3,0.0082,0.101,0.0217,0.0467,0.0387,0.481
ARAUS_20002,S0035_1min_SQobold_bin_44100_1.wav,traffic_20015.wav,5,71.487,1.55,1.79,7.14,9.11,0.00613,0.0788,0.0186,0.0374,0.0157,0.158
ARAUS_20002,S0003_1min_SQobold_bin_44100_2.wav,wind_20013.wav,14,57.472,1.38,1.5,10.5,12.7,0.00904,0.0895,0.0236,0.0451,0.0376,0.377
