participant,soundscape,masker,stimulus_index,time_taken,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
ARAUS_00048,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,38.215,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00050,R0073_segment_binaural_44100_2.wav,wind_00005.wav,29,31.296,1.14,1.39,29.4,41.6,0.0189,0.146,0.0462,0.108,0.437,2.23
ARAUS_00050,R0096_segment_binaural_44100_1.wav,silence_00005.wav,31,35.344,1.51,1.85,20.4,29.2,0.0162,0.0956,0.0294,0.0907,0.463,2.96
ARAUS_00050,R0073_segment_binaural_44100_2.wav,wind_00037.wav,35,30.96,1.41,1.87,23.5,31.2,0.0229,0.131,0.0371,0.0801,0.62,2.6
ARAUS_00050,R0058_segment_binaural_44100_1.wav,construction_00020.wav,38,32.893,1.56,1.93,16.9,31.7,0.0206,0.131,0.0261,0.0621,0.327,1.84
ARAUS_00054,R0131_segment_binaural_44100_2.wav,bird_00007.wav,10,54.392,1.09,1.54,13.7,25.1,0.0513,0.132,0.0376,0.0942,0.343,1.55
ARAUS_00068,R0118_segment_binaural_44100_1.wav,wind_00019.wav,12,32.911,1.33,1.97,22.2,30.8,0.0654,0.129,0.0392,0.12,0.547,2.17
ARAUS_00069,R0112_segment_binaural_44100_1.wav,bird_00062.wav,30,33.409,1.31,2.17,10.3,18.7,0.0623,0.199,0.0273,0.0698,0.205,1.48
ARAUS_00071,R0011_segment_binaural_44100_1.wav,wind_00027.wav,6,74.64,1.24,1.73,16.3,20.3,0.0263,0.112,0.0314,0.0611,0.103,0.622
ARAUS_00071,R0011_segment_binaural_44100_2.wav,water_00078.wav,24,48.112,1.45,1.69,15.9,20.4,0.0172,0.117,0.0288,0.068,0.119,0.808
ARAUS_00083,R0118_segment_binaural_44100_1.wav,bird_00022.wav,6,113.409,1.18,2.33,20.9,42.2,0.0907,0.234,0.0443,0.153,0.719,2.31
ARAUS_00083,R0118_segment_binaural_44100_2.wav,water_00033.wav,26,114.039,1.61,1.96,24.0,34.5,0.0394,0.125,0.0386,0.111,0.304,1.72
ARAUS_00083,R0109_segment_binaural_44100_1.wav,bird_00022.wav,30,94.375,1.27,1.85,17.2,38.8,0.0302,0.118,0.0433,0.221,0.343,2.11
ARAUS_00083,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,74.431,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00086,R0080_segment_binaural_44100_2.wav,water_00041.wav,3,63.255,1.56,2.03,11.0,21.9,0.0168,0.0933,0.0244,0.185,0.085,0.981
ARAUS_00086,R0055_segment_binaural_44100_1.wav,bird_00025.wav,6,39.655,1.4,1.93,15.7,24.5,0.0283,0.113,0.0279,0.0588,0.252,1.69
ARAUS_00088,R0118_segment_binaural_44100_1.wav,silence_00003.wav,6,60.608,1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
ARAUS_00088,R0057_segment_binaural_44100_1.wav,water_00059.wav,17,34.513,1.68,1.82,15.5,19.7,0.0131,0.11,0.0294,0.054,0.022,0.171
ARAUS_00088,R0051_segment_binaural_44100_1.wav,silence_00003.wav,25,38.023,1.6,2.54,4.28,9.69,0.027,0.1,0.0129,0.0567,0.0944,1.16
ARAUS_00088,R0132_segment_binaural_44100_2.wav,traffic_00025.wav,29,42.288,1.11,1.54,9.0,19.2,0.0124,0.109,0.0268,0.0603,0.0702,0.559
ARAUS_00089,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,67.566,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00090,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,35.039,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00093,R0118_segment_binaural_44100_2.wav,construction_00018.wav,9,72.024,1.2,1.41,22.0,33.1,0.0369,0.124,0.0422,0.12,0.455,1.79
ARAUS_00093,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,66.703,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00108,R0059_segment_binaural_44100_1.wav,bird_00069.wav,15,53.482,1.29,1.59,8.46,12.3,0.0205,0.0827,0.0216,0.0568,0.346,1.4
ARAUS_00117,R0076_segment_binaural_44100_1.wav,water_00076.wav,14,50.07,1.79,1.97,27.0,33.5,0.0121,0.12,0.0308,0.0647,0.117,1.1
ARAUS_00117,R0020_segment_binaural_44100_1.wav,construction_00013.wav,22,47.858,1.26,1.78,10.1,16.6,0.0169,0.0828,0.0228,0.0576,0.29,1.47
ARAUS_00117,R0088_segment_binaural_44100_2.wav,construction_00012.wav,32,50.874,1.29,1.6,20.9,29.1,0.0165,0.148,0.0343,0.0711,0.171,1.33
ARAUS_00117,R0117_segment_binaural_44100_1.wav,silence_00002.wav,35,52.674,1.2,1.55,16.6,25.6,0.0189,0.118,0.0365,0.115,0.168,1.58
ARAUS_00117,R0088_segment_binaural_44100_1.wav,silence_00002.wav,43,48.086,1.29,1.57,20.3,27.5,0.0129,0.122,0.0374,0.0831,0.15,0.993
ARAUS_00117,R0067_segment_binaural_44100_1.wav,bird_00076.wav,44,48.079,1.2,1.73,20.4,34.8,0.0407,0.142,0.0396,0.118,0.179,1.19
ARAUS_00129,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,40.536,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00135,R0096_segment_binaural_44100_2.wav,silence_00005.wav,7,52.531,1.55,1.73,19.6,25.4,0.0177,0.117,0.0291,0.0653,0.24,1.87
ARAUS_00137,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,42.64,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00141,R0027_segment_binaural_44100_2.wav,wind_00014.wav,44,51.127,1.86,2.18,9.9,14.2,0.0118,0.0849,0.0224,0.192,0.0267,0.512
ARAUS_00143,R0118_segment_binaural_44100_1.wav,water_00009.wav,12,37.576,1.34,1.8,20.9,30.7,0.0832,0.149,0.0427,0.124,0.618,2.11
ARAUS_00143,R0118_segment_binaural_44100_1.wav,silence_00003.wav,19,31.872,1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
ARAUS_00143,R0118_segment_binaural_44100_2.wav,water_00004.wav,29,46.032,1.45,1.8,27.0,45.3,0.0248,0.146,0.0417,0.116,0.234,1.71
ARAUS_00150,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,54.217,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00183,R0118_segment_binaural_44100_2.wav,bird_00053.wav,36,47.699,1.25,2.01,19.1,39.2,0.0712,0.177,0.038,0.15,1.03,3.66
ARAUS_00198,R0118_segment_binaural_44100_2.wav,silence_00003.wav,15,61.504,1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
ARAUS_00208,R0118_segment_binaural_44100_1.wav,water_00059.wav,17,38.495,1.44,1.68,28.0,36.4,0.0328,0.155,0.0428,0.0999,0.346,1.68
ARAUS_00208,R0051_segment_binaural_44100_1.wav,silence_00003.wav,18,40.255,1.6,2.54,4.28,9.69,0.027,0.1,0.0129,0.0567,0.0944,1.16
ARAUS_00208,R0032_segment_binaural_44100_1.wav,construction_00019.wav,21,33.384,1.06,1.4,11.9,20.5,0.013,0.101,0.0327,0.0649,0.133,1.13
ARAUS_00208,R0118_segment_binaural_44100_2.wav,traffic_00039.wav,22,34.935,1.73,2.29,21.6,33.7,0.0487,0.161,0.034,0.122,0.385,1.77
ARAUS_00208,R0118_segment_binaural_44100_2.wav,wind_00019.wav,25,35.824,1.5,2.05,27.6,45.1,0.0214,0.122,0.0343,0.0728,0.218,1.51
ARAUS_00208,R0024_segment_binaural_44100_2.wav,bird_00022.wav,35,31.552,2.52,3.28,10.5,17.0,0.0312,0.17,0.065,0.129,0.247,0.914
ARAUS_00208,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,38.616,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00213,R0118_segment_binaural_44100_1.wav,silence_00003.wav,10,69.055,1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
ARAUS_00219,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,79.868,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00220,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,51.727,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00232,R0020_segment_binaural_44100_2.wav,bird_00024.wav,8,50.543,1.36,2.18,9.68,16.7,0.0215,0.0839,0.0269,0.247,0.309,1.6
ARAUS_00240,R0096_segment_binaural_44100_1.wav,bird_00027.wav,10,82.394,1.55,2.5,21.6,39.4,0.0195,0.0814,0.0316,0.0907,0.453,2.96
ARAUS_00254,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,70.99,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00261,R0081_segment_binaural_44100_1.wav,silence_00001.wav,15,58.969,1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
ARAUS_00270,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,54.014,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00271,R0011_segment_binaural_44100_1.wav,water_00057.wav,8,35.953,1.43,1.8,16.2,19.8,0.0242,0.11,0.0292,0.059,0.12,0.685
ARAUS_00271,R0056_segment_binaural_44100_1.wav,bird_00040.wav,11,31.484,1.8,2.33,15.9,20.5,0.0227,0.0813,0.0228,0.0488,0.199,1.53
ARAUS_00271,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,34.942,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00284,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,53.201,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00286,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,39.179,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00293,R0059_segment_binaural_44100_2.wav,traffic_00025.wav,13,40.516,1.35,1.52,7.87,15.2,0.00975,0.0655,0.0215,0.0502,0.248,1.03
ARAUS_00309,R0127_segment_binaural_44100_1.wav,bird_00004.wav,8,39.92,1.28,1.82,9.52,41.4,0.0538,0.241,0.0266,0.112,0.129,0.785
ARAUS_00314,R0061_segment_binaural_44100_2.wav,wind_00004.wav,25,35.213,1.7,1.84,15.0,22.3,0.0154,0.0948,0.0247,0.0655,0.149,0.978
ARAUS_00316,R0081_segment_binaural_44100_1.wav,bird_00044.wav,35,50.065,1.34,1.71,15.6,27.6,0.0634,0.198,0.0352,0.11,0.252,1.37
ARAUS_00320,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,39.487,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00323,R0118_segment_binaural_44100_2.wav,silence_00003.wav,41,54.183,1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
ARAUS_00326,R0129_segment_binaural_44100_1.wav,water_00041.wav,11,42.884,1.35,1.69,9.11,13.5,0.00713,0.072,0.0244,0.0605,0.0201,0.37
ARAUS_00330,R0058_segment_binaural_44100_2.wav,wind_00033.wav,14,36.729,2.24,2.51,18.6,23.1,0.0282,0.0761,0.0163,0.0551,0.167,1.38
ARAUS_00330,R0010_segment_binaural_44100_1.wav,wind_00039.wav,22,43.759,1.4,1.95,20.0,30.3,0.0363,0.133,0.0346,0.0861,0.173,1.73
ARAUS_00330,R0060_segment_binaural_44100_1.wav,water_00067.wav,35,35.991,1.36,1.79,18.4,32.2,0.017,0.0956,0.0267,0.0599,0.425,1.63
ARAUS_00330,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,49.13,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00335,R0060_segment_binaural_44100_1.wav,silence_00005.wav,17,35.264,1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
ARAUS_00337,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,31.48,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00344,R0061_segment_binaural_44100_2.wav,silence_00004.wav,33,41.311,1.7,1.88,14.2,22.1,0.0177,0.0973,0.0237,0.0509,0.19,1.07
ARAUS_00344,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,67.376,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00349,R0061_segment_binaural_44100_2.wav,traffic_00018.wav,32,39.608,1.64,1.82,16.2,25.9,0.0135,0.0973,0.0287,0.108,0.146,0.959
ARAUS_00361,R0056_segment_binaural_44100_2.wav,traffic_00017.wav,8,50.792,1.47,1.72,26.9,50.9,0.0196,0.126,0.0389,0.141,0.521,2.95
ARAUS_00361,R0056_segment_binaural_44100_1.wav,bird_00025.wav,18,56.424,1.79,2.33,15.7,20.5,0.0171,0.0799,0.0226,0.045,0.185,1.48
ARAUS_00362,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,67.354,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00363,R0118_segment_binaural_44100_2.wav,silence_00003.wav,11,66.514,1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
ARAUS_00372,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,45.199,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00376,R0046_segment_binaural_44100_2.wav,water_00017.wav,41,50.548,1.53,1.92,12.0,20.5,0.012,0.104,0.0211,0.0494,0.122,0.811
ARAUS_00376,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,49.381,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00384,R0087_segment_binaural_44100_2.wav,silence_00004.wav,23,52.605,1.19,1.6,19.6,33.5,0.0299,0.0993,0.0362,0.0846,0.784,2.42
ARAUS_00384,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,45.668,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00388,R0059_segment_binaural_44100_1.wav,bird_00064.wav,13,48.664,1.34,1.98,8.66,14.4,0.0299,0.112,0.022,0.0538,0.345,1.4
ARAUS_00388,R0059_segment_binaural_44100_2.wav,water_00001.wav,15,46.607,1.56,1.76,8.48,14.6,0.0101,0.0691,0.0202,0.0469,0.218,0.908
ARAUS_00390,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,57.663,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00398,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,64.764,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00403,R0118_segment_binaural_44100_2.wav,silence_00003.wav,6,47.824,1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
ARAUS_00406,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,46.903,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00410,R0060_segment_binaural_44100_2.wav,traffic_00001.wav,26,60.56,1.13,1.57,22.9,44.8,0.0309,0.158,0.044,0.236,0.232,1.06
ARAUS_00425,R0060_segment_binaural_44100_2.wav,bird_00080.wav,42,49.864,1.29,1.98,16.6,27.1,0.0545,0.19,0.0318,0.0957,0.511,1.48
ARAUS_00426,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,68.256,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00436,R0011_segment_binaural_44100_2.wav,bird_00028.wav,19,63.752,1.25,1.95,15.3,23.9,0.0349,0.121,0.0312,0.0782,0.153,0.921
ARAUS_00436,R0071_segment_binaural_44100_1.wav,wind_00036.wav,31,49.829,1.59,1.89,22.8,34.7,0.0601,0.182,0.0262,0.0869,1.02,4.3
ARAUS_00436,R0071_segment_binaural_44100_1.wav,silence_00001.wav,32,44.701,1.34,1.66,20.8,33.9,0.0745,0.192,0.0298,0.0873,1.19,4.47
ARAUS_00446,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,75.758,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00453,R0118_segment_binaural_44100_2.wav,bird_00071.wav,41,41.959,1.19,1.81,18.1,31.4,0.0733,0.187,0.0404,0.169,0.565,2.1
ARAUS_00456,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,55.352,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00474,R0127_segment_binaural_44100_2.wav,traffic_00035.wav,11,44.782,1.16,1.59,17.3,28.9,0.0113,0.125,0.032,0.0608,0.338,2.14
ARAUS_00474,R0112_segment_binaural_44100_2.wav,bird_00007.wav,22,53.983,1.36,1.96,12.0,24.3,0.0856,0.156,0.0278,0.0601,0.223,1.38
ARAUS_00474,R0127_segment_binaural_44100_2.wav,silence_00004.wav,26,44.455,1.24,2.11,10.5,16.0,0.0119,0.0983,0.03,0.092,0.0839,0.689
ARAUS_00474,R0127_segment_binaural_44100_1.wav,traffic_00010.wav,37,42.735,1.31,1.66,14.8,41.9,0.0161,0.125,0.0302,0.109,0.0822,0.902
ARAUS_00474,R0127_segment_binaural_44100_1.wav,silence_00004.wav,43,43.294,1.24,1.66,8.92,41.2,0.0207,0.171,0.026,0.112,0.111,0.737
ARAUS_00493,R0032_segment_binaural_44100_1.wav,water_00037.wav,21,52.118,1.71,2.08,17.4,28.9,0.0118,0.0997,0.0259,0.056,0.0782,0.641
ARAUS_00493,R0114_segment_binaural_44100_1.wav,wind_00032.wav,33,42.888,1.82,2.42,11.4,20.5,0.0216,0.0868,0.0209,0.0624,0.147,1.4
ARAUS_00493,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,53.973,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00494,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,55.279,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00496,R0011_segment_binaural_44100_1.wav,wind_00038.wav,7,48.471,1.31,1.7,18.1,25.8,0.0214,0.117,0.0317,0.0661,0.0821,0.68
ARAUS_00496,R0071_segment_binaural_44100_2.wav,silence_00001.wav,33,50.588,1.27,1.6,17.9,29.8,0.0645,0.227,0.0386,0.499,0.996,4.57
ARAUS_00511,R0071_segment_binaural_44100_1.wav,bird_00019.wav,25,43.709,1.37,1.76,21.9,42.4,0.0707,0.17,0.0317,0.108,1.18,4.43
ARAUS_00511,R0071_segment_binaural_44100_2.wav,bird_00035.wav,39,42.317,1.28,1.6,19.3,33.4,0.206,0.422,0.0469,0.412,0.935,4.48
ARAUS_00514,R0061_segment_binaural_44100_1.wav,construction_00011.wav,6,44.947,1.74,2.24,16.0,28.0,0.0178,0.0984,0.0248,0.0486,0.136,1.18
ARAUS_00514,R0112_segment_binaural_44100_2.wav,wind_00006.wav,15,53.964,1.53,1.83,12.2,18.6,0.0209,0.0759,0.0234,0.0539,0.193,1.28
ARAUS_00514,R0054_segment_binaural_44100_2.wav,wind_00004.wav,19,51.734,1.63,1.81,13.8,18.5,0.00751,0.093,0.0245,0.05,0.0265,0.367
ARAUS_00524,R0004_segment_binaural_44100_1.wav,silence_00004.wav,14,45.85,1.31,1.53,13.1,16.5,0.0131,0.109,0.0276,0.0668,0.234,0.87
ARAUS_00539,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,54.781,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00548,R0051_segment_binaural_44100_2.wav,wind_00023.wav,28,50.539,1.52,2.1,5.06,10.9,0.0231,0.0769,0.0159,0.113,0.0522,0.591
ARAUS_00548,R0051_segment_binaural_44100_2.wav,wind_00017.wav,30,48.277,1.2,1.84,6.69,12.0,0.0216,0.0939,0.0214,0.0603,0.0689,0.403
ARAUS_00548,R0059_segment_binaural_44100_2.wav,silence_00003.wav,32,62.676,1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
ARAUS_00548,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,48.104,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00549,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,47.521,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00550,R0058_segment_binaural_44100_1.wav,silence_00005.wav,7,44.304,1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
ARAUS_00553,R0118_segment_binaural_44100_2.wav,traffic_00011.wav,31,42.788,1.2,1.57,20.5,31.8,0.0411,0.131,0.0389,0.133,0.385,1.94
ARAUS_00555,R0010_segment_binaural_44100_1.wav,silence_00005.wav,15,64.158,1.29,2.07,16.6,28.6,0.0573,0.116,0.0336,0.0886,0.285,2.33
ARAUS_00562,R0052_segment_binaural_44100_1.wav,bird_00068.wav,4,51.562,1.09,1.88,6.66,10.7,0.0155,0.0612,0.0332,0.0925,0.4,1.48
ARAUS_00562,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,51.431,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00563,R0118_segment_binaural_44100_1.wav,traffic_00009.wav,30,45.825,1.18,1.54,22.9,37.4,0.057,0.152,0.0412,0.142,0.538,2.27
ARAUS_00566,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,57.495,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00576,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,43.493,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00584,R0019_segment_binaural_44100_1.wav,construction_00010.wav,2,71.547,1.29,1.55,12.1,16.7,0.011,0.103,0.0245,0.0524,0.153,1.03
ARAUS_00584,R0054_segment_binaural_44100_1.wav,water_00026.wav,3,69.009,1.91,2.24,14.8,20.2,0.0146,0.108,0.0264,0.062,0.284,1.8
