participant,merge_count,time_taken,pleasant,eventful,chaotic,vibrant,uneventful,calm,annoying,monotonous,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
ARAUS_00208,1,31.552,5.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.52,3.28,10.5,17.0,0.0312,0.17,0.065,0.129,0.247,0.914
ARAUS_00088,1,45.288,5.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,2.7,3.04,13.6,17.6,0.0068,0.0763,0.0345,0.0751,0.148,0.77
ARAUS_00217,1,43.916,5.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,1.65,2.39,11.9,19.3,0.0202,0.0828,0.0233,0.0918,0.337,1.78
ARAUS_00173,1,49.335,5.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,1.89,2.42,27.1,53.0,0.017,0.0796,0.0321,0.224,0.304,2.8
ARAUS_00493,1,52.118,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.71,2.08,17.4,28.9,0.0118,0.0997,0.0259,0.056,0.0782,0.641
ARAUS_00239,1,87.054,5.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,1.24,1.88,9.86,15.3,0.0256,0.0835,0.0217,0.0445,0.184,1.13
ARAUS_00021,1,36.873,5.0,3.0,3.0,5.0,3.0,5.0,1.0,1.0,1.26,1.89,10.9,19.8,0.0193,0.102,0.0229,0.046,0.194,0.883
ARAUS_00376,1,50.548,5.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.53,1.92,12.0,20.5,0.012,0.104,0.0211,0.0494,0.122,0.811
ARAUS_00088,1,42.409,5.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.74,2.64,4.91,10.5,0.0287,0.0906,0.0128,0.0489,0.257,1.5
ARAUS_00283,1,46.871,5.0,2.0,1.0,5.0,4.0,5.0,1.0,3.0,1.73,2.64,5.05,10.3,0.0666,0.123,0.0181,0.149,0.194,1.22
ARAUS_00088,1,43.632,5.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,1.87,2.4,5.64,10.2,0.0139,0.0656,0.015,0.0512,0.0641,1.06
ARAUS_00157,1,68.165,5.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,1.29,2.68,7.4,11.7,0.0511,0.26,0.0279,0.0887,0.302,1.62
ARAUS_00519,1,49.183,5.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,2.22,2.5,13.5,17.9,0.0123,0.0946,0.0261,0.0605,0.0355,0.283
ARAUS_00086,1,39.655,5.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.4,1.93,15.7,24.5,0.0283,0.113,0.0279,0.0588,0.252,1.69
ARAUS_00271,1,31.484,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.8,2.33,15.9,20.5,0.0227,0.0813,0.0228,0.0488,0.199,1.53
ARAUS_00021,1,35.574,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.79,2.25,17.2,27.2,0.0339,0.105,0.021,0.0603,0.769,3.33
ARAUS_00088,1,34.513,5.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.68,1.82,15.5,19.7,0.0131,0.11,0.0294,0.054,0.022,0.171
ARAUS_00510,1,51.83,5.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.67,2.13,13.8,20.1,0.0337,0.147,0.0219,0.0752,0.299,1.08
ARAUS_00395,1,44.768,5.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.7,2.1,14.0,19.5,0.0188,0.133,0.023,0.0721,0.255,1.04
ARAUS_00390,1,47.423,5.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,1.78,2.8,15.7,31.6,0.0911,0.319,0.0301,0.115,0.302,3.39
ARAUS_00388,1,48.664,5.0,5.0,2.0,5.0,2.0,4.0,2.0,1.0,1.34,1.98,8.66,14.4,0.0299,0.112,0.022,0.0538,0.345,1.4
ARAUS_00293,1,34.844,5.0,4.0,2.0,5.0,1.0,4.0,1.0,3.0,1.29,1.52,8.44,12.1,0.0119,0.0827,0.0215,0.0537,0.357,1.39
ARAUS_00133,1,66.652,5.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,1.85,3.57,8.92,16.0,0.0213,0.0663,0.0175,0.043,0.293,1.1
ARAUS_00298,1,61.864,5.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.7,2.84,8.84,15.6,0.0257,0.0656,0.019,0.0481,0.387,1.47
ARAUS_00323,1,58.856,5.0,2.0,2.0,5.0,5.0,5.0,1.0,3.0,1.45,1.88,7.7,14.0,0.0178,0.066,0.024,0.0883,0.276,1.03
ARAUS_00388,1,46.607,5.0,5.0,1.0,5.0,2.0,5.0,1.0,2.0,1.56,1.76,8.48,14.6,0.0101,0.0691,0.0202,0.0469,0.218,0.908
ARAUS_00488,1,60.093,5.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.52,1.78,8.0,14.3,0.0098,0.0665,0.0195,0.0406,0.226,0.915
ARAUS_00223,1,41.648,5.0,2.0,1.0,5.0,4.0,5.0,1.0,2.0,1.53,1.74,7.78,14.0,0.00919,0.066,0.0185,0.0407,0.237,0.939
ARAUS_00510,1,54.637,5.0,4.0,2.0,5.0,2.0,4.0,1.0,1.0,1.29,2.29,16.8,29.0,0.0627,0.221,0.0332,0.102,0.518,1.82
ARAUS_00480,1,69.817,5.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,1.22,1.75,17.1,24.1,0.0173,0.109,0.0287,0.0602,0.354,1.65
ARAUS_00395,1,53.943,5.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,1.53,1.74,17.5,23.6,0.0176,0.0978,0.0249,0.0683,0.45,1.64
ARAUS_00330,1,35.991,5.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.36,1.79,18.4,32.2,0.017,0.0956,0.0267,0.0599,0.425,1.63
ARAUS_00395,1,42.912,5.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,1.31,1.63,16.8,23.3,0.0241,0.126,0.0277,0.0716,0.453,1.41
ARAUS_00224,1,40.453,5.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,1.75,2.51,15.2,27.4,0.0315,0.0941,0.0241,0.0476,0.278,2.02
ARAUS_00434,1,49.399,5.0,4.0,1.0,5.0,1.0,4.0,2.0,2.0,1.98,3.38,17.2,37.4,0.0794,0.136,0.0255,0.0712,0.409,3.04
ARAUS_00054,1,54.024,5.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,1.76,2.68,15.0,22.2,0.0603,0.255,0.0329,0.254,0.322,2.14
ARAUS_00314,1,47.547,5.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.72,2.25,14.7,23.5,0.0233,0.101,0.0236,0.0797,0.261,2.55
ARAUS_00454,1,68.488,5.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,1.6,1.72,17.6,23.8,0.0122,0.109,0.0315,0.0693,0.0817,0.813
ARAUS_00117,1,48.079,5.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,1.2,1.73,20.4,34.8,0.0407,0.142,0.0396,0.118,0.179,1.19
ARAUS_00497,1,54.51,5.0,4.0,2.0,5.0,2.0,4.0,1.0,3.0,1.35,2.33,22.4,34.7,0.0369,0.128,0.0471,0.352,0.2,1.57
ARAUS_00021,1,35.616,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.53,3.57,23.2,56.9,0.0743,0.243,0.0542,0.536,1.31,4.53
ARAUS_00171,1,66.48,5.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.67,1.98,26.2,37.9,0.0396,0.154,0.0323,0.0925,0.768,4.07
ARAUS_00446,1,65.016,5.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,1.35,2.61,18.6,38.8,0.063,0.149,0.0414,0.489,1.02,4.6
ARAUS_00511,1,42.317,5.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,1.28,1.6,19.3,33.4,0.206,0.422,0.0469,0.412,0.935,4.48
ARAUS_00117,1,50.07,5.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,1.79,1.97,27.0,33.5,0.0121,0.12,0.0308,0.0647,0.117,1.1
ARAUS_00117,1,89.033,5.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,1.73,1.95,26.7,39.5,0.0437,0.168,0.0313,0.0609,0.484,4.82
ARAUS_00481,1,54.704,5.0,4.0,1.0,5.0,1.0,3.0,2.0,2.0,1.62,1.91,10.2,13.2,0.00831,0.0885,0.022,0.0475,0.0773,0.887
ARAUS_00496,1,56.892,5.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.53,1.85,10.1,13.3,0.0106,0.0882,0.0233,0.0459,0.078,0.889
ARAUS_00491,1,114.795,5.0,1.0,1.0,5.0,3.0,5.0,1.0,2.0,1.61,2.06,10.6,22.4,0.0609,0.177,0.0322,0.194,0.163,1.14
ARAUS_00086,1,63.255,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.56,2.03,11.0,21.9,0.0168,0.0933,0.0244,0.185,0.085,0.981
ARAUS_00186,1,35.964,5.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,1.31,1.71,14.7,21.8,0.0337,0.11,0.0306,0.128,0.248,1.35
ARAUS_00316,1,50.065,5.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,1.34,1.71,15.6,27.6,0.0634,0.198,0.0352,0.11,0.252,1.37
ARAUS_00336,1,37.903,5.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,1.38,1.98,15.4,22.1,0.031,0.108,0.0301,0.114,0.207,1.33
ARAUS_00041,1,34.152,5.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,1.45,1.7,19.1,26.0,0.0186,0.108,0.0317,0.088,0.118,1.19
ARAUS_00416,1,49.048,5.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,1.52,1.78,16.2,22.4,0.0285,0.106,0.0279,0.114,0.187,1.26
ARAUS_00261,1,46.703,5.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,1.26,1.65,16.6,29.8,0.0529,0.102,0.0388,0.103,0.45,2.42
ARAUS_00045,1,61.079,5.0,5.0,4.0,5.0,1.0,2.0,2.0,3.0,1.32,1.76,21.4,38.4,0.0325,0.123,0.0323,0.111,0.442,2.32
ARAUS_00068,1,34.271,5.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,1.72,2.03,12.3,16.5,0.0136,0.102,0.0266,0.0619,0.122,1.01
ARAUS_00410,1,81.863,5.0,2.0,4.0,5.0,1.0,4.0,2.0,2.0,1.6,1.88,21.8,35.0,0.0245,0.11,0.0331,0.0736,0.239,1.59
ARAUS_00083,1,94.375,5.0,5.0,3.0,5.0,2.0,1.0,2.0,1.0,1.27,1.85,17.2,38.8,0.0302,0.118,0.0433,0.221,0.343,2.11
ARAUS_00069,1,33.409,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,1.31,2.17,10.3,18.7,0.0623,0.199,0.0273,0.0698,0.205,1.48
ARAUS_00474,1,53.983,5.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,1.36,1.96,12.0,24.3,0.0856,0.156,0.0278,0.0601,0.223,1.38
ARAUS_00021,1,37.663,5.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,1.24,1.57,8.18,15.2,0.0384,0.0806,0.0224,0.0471,0.267,1.73
ARAUS_00143,1,37.576,5.0,5.0,1.0,5.0,1.0,4.0,2.0,1.0,1.34,1.8,20.9,30.7,0.0832,0.149,0.0427,0.124,0.618,2.11
ARAUS_00208,1,38.495,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.44,1.68,28.0,36.4,0.0328,0.155,0.0428,0.0999,0.346,1.68
ARAUS_00048,1,44.745,5.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,1.24,2.19,18.5,36.1,0.0714,0.179,0.04,0.163,0.581,2.12
ARAUS_00323,1,62.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,1.21,1.81,18.2,34.2,0.0792,0.186,0.0433,0.15,0.513,2.07
ARAUS_00323,1,59.232,5.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0,1.41,2.74,19.0,34.9,0.0716,0.18,0.0384,0.171,0.52,2.01
ARAUS_00183,1,47.699,5.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,1.25,2.01,19.1,39.2,0.0712,0.177,0.038,0.15,1.03,3.66
ARAUS_00453,1,41.959,5.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.19,1.81,18.1,31.4,0.0733,0.187,0.0404,0.169,0.565,2.1
ARAUS_00143,1,46.032,5.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,1.45,1.8,27.0,45.3,0.0248,0.146,0.0417,0.116,0.234,1.71
ARAUS_00083,1,114.039,5.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,1.61,1.96,24.0,34.5,0.0394,0.125,0.0386,0.111,0.304,1.72
ARAUS_00058,1,42.56,5.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,1.57,2.03,20.5,34.1,0.0562,0.139,0.0419,0.142,0.401,1.88
ARAUS_00390,1,50.364,5.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,1.29,2.11,10.3,18.8,0.04,0.13,0.0278,0.0545,0.176,1.18
ARAUS_00493,1,52.388,5.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,1.36,2.21,9.62,14.0,0.0176,0.101,0.0263,0.0576,0.149,0.901
ARAUS_00390,1,56.35,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.17,2.32,10.1,28.3,0.075,0.24,0.0323,0.11,0.241,2.73
ARAUS_00309,1,39.92,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,1.28,1.82,9.52,41.4,0.0538,0.241,0.0266,0.112,0.129,0.785
ARAUS_00519,1,50.12,5.0,1.0,1.0,5.0,5.0,3.0,2.0,4.0,1.59,2.08,13.0,17.4,0.0114,0.0879,0.0267,0.0604,0.0457,0.485
ARAUS_00326,1,42.884,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.35,1.69,9.11,13.5,0.00713,0.072,0.0244,0.0605,0.0201,0.37
ARAUS_00410,1,116.791,5.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,1.17,1.64,11.4,24.3,0.0142,0.0868,0.0307,0.138,0.294,1.51
ARAUS_00093,1,55.264,5.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.15,1.51,12.3,20.6,0.0186,0.117,0.035,0.105,0.14,1.03
ARAUS_20002,1,50.457,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.41,3.03,10.4,26.0,0.0806,0.317,0.0288,0.079,0.208,1.87
ARAUS_20021,1,54.171,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,1.34,1.66,11.5,16.5,0.00934,0.0949,0.0241,0.0727,0.0288,0.366
ARAUS_20042,1,52.224,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.42,1.77,28.5,38.6,0.0146,0.161,0.0494,0.136,0.148,0.972
ARAUS_20039,1,51.16,5.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,1.54,2.14,18.8,50.3,0.0325,0.0942,0.0396,0.147,0.17,1.64
ARAUS_20021,1,61.988,5.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,1.34,1.61,8.1,21.1,0.0373,0.156,0.0217,0.0509,0.184,2.41
ARAUS_20007,1,52.871,5.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.45,2.48,8.6,21.1,0.0555,0.168,0.022,0.0786,0.167,1.57
ARAUS_20039,1,54.967,5.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,1.21,2.49,9.71,15.9,0.0463,0.152,0.0717,0.384,0.166,1.36
ARAUS_20051,1,42.935,5.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,1.73,2.1,9.37,14.4,0.0354,0.0976,0.0215,0.0926,0.201,1.35
ARAUS_20021,1,49.235,5.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,1.27,1.58,9.7,17.7,0.0423,0.0915,0.0237,0.0986,0.261,1.89
ARAUS_20015,1,48.295,5.0,5.0,2.0,5.0,3.0,4.0,2.0,3.0,1.75,2.23,8.92,11.4,0.0173,0.0813,0.019,0.037,0.262,1.42
ARAUS_20021,1,49.166,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,1.67,2.32,9.52,12.9,0.00829,0.0801,0.0216,0.0693,0.0488,0.653
ARAUS_20021,1,47.84,5.0,2.0,1.0,5.0,4.0,5.0,1.0,4.0,1.68,2.55,5.35,17.0,0.019,0.111,0.0174,0.0662,0.338,1.32
ARAUS_20047,1,50.341,5.0,3.0,1.0,5.0,4.0,5.0,1.0,3.0,1.98,2.8,4.06,9.82,0.029,0.0748,0.0114,0.0313,0.395,1.03
ARAUS_20015,1,52.518,5.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,1.85,2.2,8.59,12.6,0.0108,0.0777,0.0181,0.0332,0.045,0.389
ARAUS_20012,1,58.527,5.0,4.0,3.0,5.0,2.0,4.0,1.0,1.0,1.39,1.85,11.2,26.3,0.0131,0.0864,0.0245,0.0669,0.216,2.38
"ARAUS_00598, ARAUS_00273",2,48.5605,5.0,2.5,1.0,4.5,3.5,4.5,1.5,2.5,1.395,1.605,8.705,14.7,0.010055,0.0775,0.0225,0.0476,0.2,0.8574999999999999
"ARAUS_00511, ARAUS_00576",2,45.1495,5.0,4.5,2.5,4.5,2.0,4.0,2.5,1.5,1.3650000000000002,1.71,21.65,39.349999999999994,0.06975,0.1655,0.0312,0.09765,1.18,4.4350000000000005
"ARAUS_00261, ARAUS_00596",2,52.955,5.0,3.5,1.5,4.5,2.0,5.0,1.0,1.5,1.54,2.135,22.9,43.7,0.0421,0.145,0.0369,0.397,0.6990000000000001,4.46
"ARAUS_00068, ARAUS_00323",2,48.171499999999995,5.0,3.0,1.5,4.5,3.5,3.5,1.5,3.0,1.3,1.62,12.9,20.15,0.019200000000000002,0.10705,0.0282,0.07355,0.1105,1.545
"ARAUS_00564, ARAUS_00434",2,48.208,5.0,2.5,1.5,4.0,3.5,4.0,1.0,3.0,1.225,2.25,15.4,25.95,0.034449999999999995,0.1195,0.03225,0.0747,0.3245,2.055
"ARAUS_00141, ARAUS_00511",2,54.958,5.0,3.0,3.5,4.0,3.5,4.5,1.5,1.5,1.93,2.39,8.205,9.72,0.00758,0.06715,0.0148,0.0314,0.0288,0.352
"ARAUS_00022, ARAUS_00367",2,49.848,5.0,2.0,1.0,4.0,2.5,5.0,1.0,2.0,1.54,1.865,8.6,11.2,0.00871,0.07869999999999999,0.02345,0.07095,0.21750000000000003,1.47
"ARAUS_00584, ARAUS_00499",2,65.4915,5.0,3.5,1.0,4.0,3.0,5.0,1.0,1.0,1.81,2.125,13.75,19.5,0.0142,0.107,0.024550000000000002,0.08399999999999999,0.3055,1.8599999999999999
"ARAUS_00521, ARAUS_00321",2,65.35050000000001,5.0,4.0,2.0,4.0,2.5,3.5,1.0,1.5,1.38,2.5999999999999996,15.2,26.2,0.03655,0.1095,0.0353,0.1815,0.28900000000000003,1.6949999999999998
"ARAUS_00219, ARAUS_00499",2,67.393,5.0,2.0,1.0,4.0,3.0,4.0,1.0,1.5,1.23,1.605,15.55,23.65,0.01075,0.116,0.031700000000000006,0.06445000000000001,0.1345,0.937
ARAUS_00217,1,46.679,5.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,1.81,1.99,15.8,27.1,0.0443,0.174,0.0229,0.0681,0.361,3.54
ARAUS_00132,1,67.93,5.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,1.82,1.99,14.9,22.8,0.0194,0.0954,0.0233,0.0662,0.11,1.31
ARAUS_00499,1,62.114,5.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,1.34,2.32,17.0,41.8,0.0271,0.105,0.0325,0.104,0.549,6.43
ARAUS_00354,1,45.647,5.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,1.16,1.75,9.02,15.5,0.0209,0.0753,0.0254,0.0686,0.131,1.06
ARAUS_00014,1,41.477,5.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,1.16,1.67,9.12,15.5,0.015,0.0885,0.0246,0.0473,0.129,1.36
ARAUS_00094,1,44.487,5.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,1.22,1.42,7.88,12.8,0.00716,0.0824,0.0226,0.0472,0.0608,0.74
ARAUS_00334,1,47.992,5.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,1.71,1.99,9.14,13.3,0.00767,0.0821,0.0215,0.041,0.045,0.686
ARAUS_00299,1,70.463,5.0,1.0,1.0,4.0,5.0,5.0,2.0,4.0,1.3,1.59,8.32,13.2,0.00698,0.0789,0.0226,0.0492,0.0548,0.713
ARAUS_00441,1,50.599,5.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.15,1.55,7.13,11.3,0.0178,0.0836,0.022,0.0696,0.171,1.19
ARAUS_00081,1,47.65,5.0,1.0,1.0,4.0,5.0,4.0,1.0,5.0,1.16,1.61,7.26,13.4,0.0128,0.0861,0.0235,0.0694,0.193,1.53
ARAUS_00436,1,55.681,5.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,1.26,1.56,7.33,11.8,0.0076,0.0845,0.0221,0.0586,0.0994,0.469
ARAUS_00096,1,42.199,5.0,2.0,2.0,4.0,4.0,5.0,1.0,3.0,1.24,2.91,8.81,20.3,0.0262,0.124,0.0368,0.244,0.197,1.71
ARAUS_00441,1,48.382,5.0,2.0,1.0,4.0,4.0,5.0,1.0,4.0,1.08,1.39,8.13,12.6,0.00849,0.0869,0.028,0.108,0.118,1.01
ARAUS_00376,1,55.928,5.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.08,1.39,8.23,12.6,0.0109,0.0935,0.0277,0.109,0.144,1.02
ARAUS_00046,1,58.272,5.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,1.37,1.53,8.72,13.2,0.00754,0.09,0.026,0.103,0.0949,0.948
ARAUS_00037,1,53.56,5.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,1.25,2.38,9.6,16.5,0.0525,0.113,0.03,0.127,0.103,0.826
ARAUS_00082,1,88.128,5.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,1.79,2.61,11.8,19.3,0.0371,0.0972,0.0207,0.0469,0.385,1.46
ARAUS_00237,1,35.599,5.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.09,1.32,12.8,16.3,0.0103,0.0877,0.0299,0.0713,0.294,1.03
ARAUS_00090,1,45.314,5.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1.16,1.87,7.17,11.7,0.0325,0.102,0.0271,0.195,0.355,1.43
ARAUS_00050,1,33.84,5.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.4,1.67,10.5,20.8,0.0132,0.0846,0.025,0.0721,0.0586,0.926
ARAUS_00535,1,52.607,5.0,1.0,1.0,4.0,5.0,5.0,1.0,4.0,0.951,1.94,9.34,13.1,0.00995,0.0952,0.0298,0.0547,0.0739,1.11
ARAUS_00208,1,30.696,5.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.33,1.63,15.2,19.7,0.0185,0.121,0.0294,0.0781,0.0999,0.557
ARAUS_00008,1,44.968,5.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.33,1.64,15.8,22.3,0.0225,0.116,0.0288,0.0585,0.164,1.44
ARAUS_00185,1,39.047,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,1.35,1.94,18.7,28.2,0.06,0.148,0.0316,0.0753,0.206,2.11
ARAUS_00326,1,51.469,5.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,1.91,2.13,21.8,28.4,0.0123,0.116,0.0264,0.0612,0.0639,0.49
ARAUS_00238,1,53.135,5.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.16,1.65,15.4,23.5,0.0278,0.122,0.0325,0.0758,0.383,1.59
ARAUS_00268,1,63.282,5.0,2.0,1.0,4.0,5.0,4.0,1.0,4.0,1.1,1.42,14.5,20.5,0.011,0.102,0.0322,0.0765,0.381,1.63
ARAUS_00208,1,30.0,5.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,1.21,1.79,16.2,23.6,0.0607,0.127,0.0324,0.125,0.306,1.27
ARAUS_00372,1,45.351,5.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.3,1.68,26.5,40.3,0.0385,0.172,0.0435,0.109,0.628,4.0
ARAUS_00086,1,41.111,5.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,1.21,2.31,18.5,24.8,0.0345,0.104,0.0325,0.125,0.489,2.06
ARAUS_00446,1,79.551,5.0,5.0,3.0,4.0,1.0,4.0,1.0,2.0,1.2,2.5,17.4,38.8,0.019,0.0905,0.0315,0.0799,0.5,4.45
ARAUS_00344,1,48.845,5.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.3,1.52,12.4,17.7,0.0679,0.108,0.0235,0.0502,0.16,1.04
ARAUS_00119,1,41.06,5.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,1.3,1.58,11.6,15.4,0.0117,0.109,0.0231,0.0519,0.136,1.09
